"Date Time","Date Time(RAW)","Traffic Total (volume)","Traffic Total (volume)(RAW)","Traffic Total (speed)","Traffic Total (speed)(RAW)","Traffic In (volume)","Traffic In (volume)(RAW)","Traffic In (speed)","Traffic In (speed)(RAW)","Traffic Out (volume)","Traffic Out (volume)(RAW)","Traffic Out (speed)","Traffic Out (speed)(RAW)","Downtime","Downtime(RAW)","Coverage","Coverage(RAW)"
"03.10.2022 23:04:00 - 23:05:00","44837.7534722222","43 584 917 KByte","44630955178.4056","5 951 786 kbit/s","743973248.5148","41 830 997 KByte","42834940922.5844","5 712 278 kbit/s","714034687.8244","1 753 920 KByte","1796014255.8211","239 508 kbit/s","29938560.6905","0 %","0.0000","100 %","0000009998"
"03.10.2022 23:05:00 - 23:06:00","44837.7541666667","43 368 689 KByte","44409537913.2655","5 921 272 kbit/s","740158965.2211","41 627 099 KByte","42626149036.2175","5 683 487 kbit/s","710435817.2703","1 741 591 KByte","1783388877.0480","237 785 kbit/s","29723147.9508","0 %","0.0000","100 %","0000010000"
"03.10.2022 23:06:00 - 23:07:00","44837.7548611111","43 428 125 KByte","44470400103.0161","5 930 375 kbit/s","741296884.5310","41 692 615 KByte","42693237490.0351","5 693 381 kbit/s","711672570.2623","1 735 510 KByte","1777162612.9810","236 995 kbit/s","29624314.2687","0 %","0.0000","100 %","0000009998"
"03.10.2022 23:07:00 - 23:08:00","44837.7555555556","43 768 829 KByte","44819281256.0648","5 976 900 kbit/s","747112539.6910","42 033 222 KByte","43042019495.6013","5 739 893 kbit/s","717486572.6888","1 735 607 KByte","1777261760.4636","237 008 kbit/s","29625967.0022","0 %","0.0000","100 %","0000009998"
"03.10.2022 23:08:00 - 23:09:00","44837.7562500000","43 956 747 KByte","45011708578.8517","6 002 562 kbit/s","750320196.3469","42 221 399 KByte","43234712930.9960","5 765 589 kbit/s","720698665.2941","1 735 347 KByte","1776995647.8557","236 972 kbit/s","29621531.0528","0 %","0.0000","100 %","0000009998"
"03.10.2022 23:09:00 - 23:10:00","44837.7569444444","41 828 025 KByte","42831897432.3895","5 710 920 kbit/s","713864957.2065","40 176 165 KByte","41140393067.7360","5 485 386 kbit/s","685673217.7956","1 651 860 KByte","1691504364.6535","225 534 kbit/s","28191739.4109","0 %","0.0000","100 %","0000010000"
"03.10.2022 23:10:00 - 23:11:00","44837.7576388889","42 172 534 KByte","43184674687.6965","5 758 916 kbit/s","719864555.5542","40 502 812 KByte","41474879911.8760","5 530 906 kbit/s","691363225.7356","1 669 721 KByte","1709794775.8205","228 011 kbit/s","28501329.8186","0 %","0.0000","100 %","0000009998"
"03.10.2022 23:11:00 - 23:12:00","44837.7583333333","43 566 801 KByte","44612403866.1249","5 948 321 kbit/s","743540064.4354","41 844 077 KByte","42848335307.7281","5 713 111 kbit/s","714138921.7955","1 722 723 KByte","1764068558.3969","235 209 kbit/s","29401142.6399","0 %","0.0000","100 %","0000010000"
"03.10.2022 23:12:00 - 23:13:00","44837.7590277778","43 364 293 KByte","44405036496.3972","5 921 658 kbit/s","740207309.4915","41 649 663 KByte","42649254464.5354","5 687 515 kbit/s","710939397.6419","1 714 631 KByte","1755782031.8618","234 143 kbit/s","29267911.8497","0 %","0.0000","100 %","0000009998"
"03.10.2022 23:13:00 - 23:14:00","44837.7597222222","43 472 894 KByte","44516243545.8338","5 935 499 kbit/s","741937392.4306","41 758 006 KByte","42760198449.8554","5 701 360 kbit/s","712669974.1643","1 714 888 KByte","1756045095.9785","234 139 kbit/s","29267418.2663","0 %","0.0000","100 %","0000010000"
"03.10.2022 23:14:00 - 23:15:00","44837.7604166667","43 081 673 KByte","44115632805.8226","5 882 084 kbit/s","735260546.7637","41 383 578 KByte","42376784141.7612","5 650 238 kbit/s","706279735.6960","1 698 094 KByte","1738848664.0614","231 846 kbit/s","28980811.0677","0 %","0.0000","100 %","0000010000"
"03.10.2022 23:15:00 - 23:16:00","44837.7611111111","42 729 623 KByte","43755133735.9730","5 834 018 kbit/s","729252228.9329","41 044 367 KByte","42029431788.0472","5 603 924 kbit/s","700490529.8008","1 685 256 KByte","1725701947.9258","230 094 kbit/s","28761699.1321","0 %","0.0000","100 %","0000010000"
"03.10.2022 23:16:00 - 23:17:00","44837.7618055556","41 076 261 KByte","42062090792.6243","5 609 214 kbit/s","701151705.1613","39 457 790 KByte","40404777232.5237","5 388 202 kbit/s","673525208.0767","1 618 470 KByte","1657313560.1007","221 012 kbit/s","27626497.0845","0 %","0.0000","100 %","0000009998"
"03.10.2022 23:17:00 - 23:18:00","44837.7625000000","41 556 477 KByte","42553832718.0435","5 674 790 kbit/s","709348770.0957","39 916 404 KByte","40874397417.5989","5 450 828 kbit/s","681353515.8793","1 640 074 KByte","1679435300.4445","223 962 kbit/s","27995254.2164","0 %","0.0000","100 %","0000009998"
"03.10.2022 23:18:00 - 23:19:00","44837.7631944444","42 533 843 KByte","43554655165.5192","5 807 287 kbit/s","725910919.4253","40 855 894 KByte","41836435783.3554","5 578 191 kbit/s","697273929.7226","1 677 949 KByte","1718219382.1638","229 096 kbit/s","28636989.7027","0 %","0.0000","100 %","0000010000"
"03.10.2022 23:19:00 - 23:20:00","44837.7638888889","42 528 597 KByte","43549283327.3483","5 806 571 kbit/s","725821388.7891","40 848 922 KByte","41829296573.8507","5 577 240 kbit/s","697154942.8975","1 679 675 KByte","1719986753.4977","229 332 kbit/s","28666445.8916","0 %","0.0000","100 %","0000010000"
"03.10.2022 23:20:00 - 23:21:00","44837.7645833333","41 668 558 KByte","42668603730.8402","5 690 096 kbit/s","711261939.1705","40 006 056 KByte","40966201301.8206","5 463 071 kbit/s","682883835.6696","1 662 502 KByte","1702402429.0196","227 025 kbit/s","28378103.5009","0 %","0.0000","100 %","0000009998"
"03.10.2022 23:21:00 - 23:22:00","44837.7652777778","40 440 241 KByte","41410807240.9805","5 521 441 kbit/s","690180120.6830","38 810 072 KByte","39741513888.4955","5 298 869 kbit/s","662358564.8083","1 630 169 KByte","1669293352.4849","222 572 kbit/s","27821555.8747","0 %","0.0000","100 %","0000010000"
"03.10.2022 23:22:00 - 23:23:00","44837.7659722222","39 589 913 KByte","40540070987.5306","5 405 343 kbit/s","675667849.7922","37 986 084 KByte","38897749981.5442","5 186 367 kbit/s","648295833.0257","1 603 829 KByte","1642321005.9864","218 976 kbit/s","27372016.7664","0 %","0.0000","100 %","0000010000"
"03.10.2022 23:23:00 - 23:24:00","44837.7666666667","38 058 488 KByte","38971892221.3953","5 197 118 kbit/s","649639810.3250","36 534 450 KByte","37411276434.8667","4 989 002 kbit/s","623625211.4497","1 524 039 KByte","1560615786.5285","208 117 kbit/s","26014598.8753","0 %","0.0000","100 %","0000009998"
"03.10.2022 23:24:00 - 23:25:00","44837.7673611111","38 603 763 KByte","39530252914.7796","5 271 579 kbit/s","658947373.1419","37 068 187 KByte","37957823655.2592","5 061 887 kbit/s","632735850.2294","1 535 575 KByte","1572429259.5204","209 692 kbit/s","26211522.9125","0 %","0.0000","100 %","0000009998"
"03.10.2022 23:25:00 - 23:26:00","44837.7680555556","39 614 804 KByte","40565558905.8476","5 408 741 kbit/s","676092648.4308","38 044 359 KByte","38957423702.1597","5 194 323 kbit/s","649290395.0360","1 570 445 KByte","1608135203.6879","214 418 kbit/s","26802253.3948","0 %","0.0000","100 %","0000010000"
"03.10.2022 23:26:00 - 23:27:00","44837.7687500000","39 913 815 KByte","40871746772.4563","5 450 475 kbit/s","681309331.0961","38 339 504 KByte","39259652031.2440","5 235 493 kbit/s","654436606.6218","1 574 311 KByte","1612094741.2123","214 982 kbit/s","26872724.4743","0 %","0.0000","100 %","0000009998"
"03.10.2022 23:27:00 - 23:28:00","44837.7694444444","40 774 895 KByte","41753492474.0539","5 567 132 kbit/s","695891541.2342","39 179 192 KByte","40119492764.2859","5 349 266 kbit/s","668658212.7381","1 595 703 KByte","1633999709.7679","217 867 kbit/s","27233328.4961","0 %","0.0000","100 %","0000010000"
"03.10.2022 23:28:00 - 23:29:00","44837.7701388889","41 191 909 KByte","42180514888.6693","5 625 006 kbit/s","703125769.1060","39 583 939 KByte","40533953051.6229","5 405 428 kbit/s","675678497.2766","1 607 971 KByte","1646561837.0463","219 578 kbit/s","27447271.8294","0 %","0.0000","100 %","0000009998"
"03.10.2022 23:29:00 - 23:30:00","44837.7708333333","40 982 673 KByte","41966257591.6439","5 595 501 kbit/s","699437626.5274","39 376 725 KByte","40321766102.1468","5 376 235 kbit/s","672029435.0358","1 605 949 KByte","1644491489.4971","219 266 kbit/s","27408191.4916","0 %","0.0000","100 %","0000010000"
"03.10.2022 23:30:00 - 23:31:00","44837.7715277778","38 363 832 KByte","39284563902.2750","5 238 815 kbit/s","654851873.6835","36 855 177 KByte","37739701227.8413","5 032 799 kbit/s","629099870.4424","1 508 655 KByte","1544862674.4337","206 016 kbit/s","25752003.2411","0 %","0.0000","100 %","0000009998"
"03.10.2022 23:31:00 - 23:32:00","44837.7722222222","38 637 937 KByte","39565247617.7479","5 275 366 kbit/s","659420793.6291","37 116 709 KByte","38007509766.0127","5 067 668 kbit/s","633458496.1002","1 521 228 KByte","1557737851.7352","207 698 kbit/s","25962297.5289","0 %","0.0000","100 %","0000010000"
"03.10.2022 23:32:00 - 23:33:00","44837.7729166667","39 406 134 KByte","40351881464.9661","5 381 148 kbit/s","672643464.9936","37 849 257 KByte","38757638859.3863","5 168 547 kbit/s","646068325.7107","1 556 878 KByte","1594242605.5798","212 601 kbit/s","26575139.2829","0 %","0.0000","100 %","0000009998"
"03.10.2022 23:33:00 - 23:34:00","44837.7736111111","38 550 683 KByte","39475899761.9046","5 264 331 kbit/s","658041336.2545","37 023 255 KByte","37911813508.9178","5 055 751 kbit/s","631968886.6297","1 527 428 KByte","1564086252.9868","208 580 kbit/s","26072449.6247","0 %","0.0000","100 %","0000009998"
"03.10.2022 23:34:00 - 23:35:00","44837.7743055556","38 483 054 KByte","39406647629.3449","5 254 220 kbit/s","656777460.4891","36 950 493 KByte","37837305063.3697","5 044 974 kbit/s","630621751.0562","1 532 561 KByte","1569342565.9753","209 246 kbit/s","26155709.4329","0 %","0.0000","100 %","0000010000"
"03.10.2022 23:35:00 - 23:36:00","44837.7750000000","38 444 472 KByte","39367139097.7849","5 249 827 kbit/s","656228356.3558","36 913 720 KByte","37799649019.6952","5 040 793 kbit/s","630099166.8561","1 530 752 KByte","1567490078.0897","209 034 kbit/s","26129189.4997","0 %","0.0000","100 %","0000009998"
"03.10.2022 23:36:00 - 23:37:00","44837.7756944444","38 026 641 KByte","38939280582.2655","5 192 770 kbit/s","649096192.4032","36 519 363 KByte","37395827667.1343","4 986 942 kbit/s","623367689.0671","1 507 278 KByte","1543452915.1312","205 828 kbit/s","25728503.3361","0 %","0.0000","100 %","0000009998"
"03.10.2022 23:37:00 - 23:38:00","44837.7763888889","36 270 677 KByte","37141173505.4020","4 952 156 kbit/s","619019558.4234","34 835 691 KByte","35671747087.5720","4 756 233 kbit/s","594529118.1262","1 434 987 KByte","1469426417.8300","195 924 kbit/s","24490440.2972","0 %","0.0000","100 %","0000010000"
"03.10.2022 23:38:00 - 23:39:00","44837.7770833333","36 347 630 KByte","37219973243.6183","4 962 663 kbit/s","620332887.3936","34 905 909 KByte","35743650907.5373","4 765 820 kbit/s","595727515.1256","1 441 721 KByte","1476322336.0810","196 843 kbit/s","24605372.2680","0 %","0.0000","100 %","0000010000"
"03.10.2022 23:39:00 - 23:40:00","44837.7777777778","37 469 200 KByte","38368460434.9857","5 116 647 kbit/s","639580937.4060","35 981 577 KByte","36845134704.7607","4 913 504 kbit/s","614187943.0699","1 487 623 KByte","1523325730.2250","203 144 kbit/s","25392994.3361","0 %","0.0000","100 %","0000009998"
"03.10.2022 23:40:00 - 23:41:00","44837.7784722222","37 219 412 KByte","38112678286.3360","5 081 690 kbit/s","635211304.7723","35 746 150 KByte","36604057290.4160","4 880 541 kbit/s","610067621.5069","1 473 263 KByte","1508620995.9200","201 149 kbit/s","25143683.2653","0 %","0.0000","100 %","0000010000"
"03.10.2022 23:41:00 - 23:42:00","44837.7791666667","37 553 435 KByte","38454717916.0037","5 128 150 kbit/s","641018801.7337","36 073 090 KByte","36938844389.2462","4 926 000 kbit/s","615750031.4927","1 480 345 KByte","1515873526.7575","202 150 kbit/s","25268770.2410","0 %","0.0000","100 %","0000009998"
"03.10.2022 23:42:00 - 23:43:00","44837.7798611111","38 009 531 KByte","38921759989.0973","5 189 568 kbit/s","648695999.8183","36 520 227 KByte","37396712131.7888","4 986 228 kbit/s","623278535.5298","1 489 305 KByte","1525047857.3085","203 340 kbit/s","25417464.2885","0 %","0.0000","100 %","0000010000"
"03.10.2022 23:43:00 - 23:44:00","44837.7805555556","37 745 999 KByte","38651903285.6711","5 154 446 kbit/s","644305772.3899","36 272 957 KByte","37143508362.8161","4 953 293 kbit/s","619161666.3247","1 473 042 KByte","1508394922.8550","201 153 kbit/s","25144106.0653","0 %","0.0000","100 %","0000009998"
"03.10.2022 23:44:00 - 23:45:00","44837.7812500000","35 726 049 KByte","36583474237.4909","4 878 610 kbit/s","609826208.3262","34 332 588 KByte","35156570239.0289","4 688 324 kbit/s","586040510.7356","1 393 461 KByte","1426903998.4620","190 286 kbit/s","23785697.5906","0 %","0.0000","100 %","0000009998"
"03.10.2022 23:45:00 - 23:46:00","44837.7819444444","35 976 355 KByte","36839787041.2704","4 911 972 kbit/s","613996450.6878","34 572 511 KByte","35402251512.7153","4 720 300 kbit/s","590037525.2119","1 403 843 KByte","1437535528.5552","191 671 kbit/s","23958925.4759","0 %","0.0000","100 %","0000010000"
"03.10.2022 23:46:00 - 23:47:00","44837.7826388889","36 890 055 KByte","37775416050.0586","5 037 562 kbit/s","629695216.7038","35 449 633 KByte","36300424126.9547","4 840 863 kbit/s","605107920.1026","1 440 422 KByte","1474991923.1038","196 698 kbit/s","24587296.6012","0 %","0.0000","100 %","0000009998"
"03.10.2022 23:47:00 - 23:48:00","44837.7833333333","36 882 700 KByte","37767884483.8012","5 035 718 kbit/s","629464741.3967","35 439 198 KByte","36289739152.0098","4 838 632 kbit/s","604828985.8668","1 443 501 KByte","1478145331.7915","197 086 kbit/s","24635755.5299","0 %","0.0000","100 %","0000010000"
"03.10.2022 23:48:00 - 23:49:00","44837.7840277778","37 113 119 KByte","38003834141.9874","5 067 178 kbit/s","633397235.6998","35 663 928 KByte","36519861873.3371","4 869 315 kbit/s","608664364.5556","1 449 192 KByte","1483972268.6504","197 863 kbit/s","24732871.1442","0 %","0.0000","100 %","0000010000"
"03.10.2022 23:49:00 - 23:50:00","44837.7847222222","36 547 460 KByte","37424599512.1416","4 990 778 kbit/s","623847299.7523","35 122 221 KByte","35965153964.6603","4 796 153 kbit/s","599519152.6031","1 425 240 KByte","1459445547.4813","194 625 kbit/s","24328147.1492","0 %","0.0000","100 %","0000009998"
"03.10.2022 23:50:00 - 23:51:00","44837.7854166667","36 087 766 KByte","36953872777.6389","4 927 183 kbit/s","615897879.6273","34 678 909 KByte","35511202475.9180","4 734 827 kbit/s","591853374.5986","1 408 858 KByte","1442670301.7209","192 356 kbit/s","24044505.0287","0 %","0.0000","100 %","0000010000"
"03.10.2022 23:51:00 - 23:52:00","44837.7861111111","34 027 293 KByte","34843947851.2604","4 646 634 kbit/s","580829269.0659","32 701 342 KByte","33486174208.0097","4 465 567 kbit/s","558195936.1228","1 325 951 KByte","1357773643.2506","181 067 kbit/s","22633332.9430","0 %","0.0000","100 %","0000009998"
"03.10.2022 23:52:00 - 23:53:00","44837.7868055556","35 563 511 KByte","36417035665.6125","4 856 414 kbit/s","607051769.7218","34 191 436 KByte","35012030750.2318","4 669 049 kbit/s","583631117.6901","1 372 075 KByte","1405004915.3807","187 365 kbit/s","23420652.0317","0 %","0.0000","100 %","0000009998"
"03.10.2022 23:53:00 - 23:54:00","44837.7875000000","37 381 475 KByte","38278630013.9073","5 103 817 kbit/s","637977166.8985","35 950 588 KByte","36813402176.1959","4 908 454 kbit/s","613556702.9366","1 430 887 KByte","1465227837.7114","195 364 kbit/s","24420463.9619","0 %","0.0000","100 %","0000010000"
"03.10.2022 23:54:00 - 23:55:00","44837.7881944444","37 252 128 KByte","38146179387.7707","5 086 157 kbit/s","635769656.4628","35 833 378 KByte","36693378962.6335","4 892 451 kbit/s","611556316.0439","1 418 750 KByte","1452800425.1372","193 707 kbit/s","24213340.4190","0 %","0.0000","100 %","0000010000"
"03.10.2022 23:55:00 - 23:56:00","44837.7888888889","37 136 609 KByte","38027887542.3334","5 070 385 kbit/s","633798125.7056","35 725 795 KByte","36583213778.9453","4 877 762 kbit/s","609720229.6491","1 410 814 KByte","1444673763.3881","192 623 kbit/s","24077896.0565","0 %","0.0000","100 %","0000010000"
"03.10.2022 23:56:00 - 23:57:00","44837.7895833333","37 142 389 KByte","38033806121.9768","5 072 019 kbit/s","634002435.7722","35 733 950 KByte","36591564857.6166","4 879 689 kbit/s","609961074.4727","1 408 439 KByte","1442241264.3602","192 331 kbit/s","24041361.2996","0 %","0.0000","100 %","0000009998"
"03.10.2022 23:57:00 - 23:58:00","44837.7902777778","37 455 048 KByte","38353968945.2688","5 113 863 kbit/s","639232815.7545","36 033 738 KByte","36898547885.5370","4 919 806 kbit/s","614975798.0923","1 421 310 KByte","1455421059.7317","194 056 kbit/s","24257017.6622","0 %","0.0000","100 %","0000010000"
"03.10.2022 23:58:00 - 23:59:00","44837.7909722222","35 656 140 KByte","36511887395.4610","4 868 252 kbit/s","608531456.5910","34 304 798 KByte","35128113400.3800","4 683 748 kbit/s","585468556.6730","1 351 342 KByte","1383773995.0811","184 503 kbit/s","23062899.9180","0 %","0.0000","100 %","0000010000"
"03.10.2022 23:59:00 - 00:00:00","44837.7916666667","36 003 114 KByte","36867188462.4717","4 916 445 kbit/s","614555566.9690","34 642 671 KByte","35474095064.1625","4 730 668 kbit/s","591333473.3149","1 360 443 KByte","1393093398.3092","185 777 kbit/s","23222093.6541","0 %","0.0000","100 %","0000009998"
"04.10.2022 00:00:00 - 00:01:00","44837.7923611111","37 100 380 KByte","37990789443.1980","5 065 439 kbit/s","633179824.0533","35 707 627 KByte","36564609617.2580","4 875 281 kbit/s","609410160.2876","1 392 754 KByte","1426179825.9400","190 157 kbit/s","23769663.7657","0 %","0.0000","100 %","0000010000"
"04.10.2022 00:01:00 - 00:02:00","44837.7930555556","36 490 204 KByte","37365969286.0276","4 982 960 kbit/s","622869966.4282","35 118 987 KByte","35961842757.8509","4 795 712 kbit/s","599463956.6236","1 371 217 KByte","1404126528.1767","187 248 kbit/s","23406009.8046","0 %","0.0000","100 %","0000009998"
"04.10.2022 00:02:00 - 00:03:00","44837.7937500000","36 095 656 KByte","36961951739.0028","4 928 260 kbit/s","616032528.9834","34 736 226 KByte","35569895577.4058","4 742 653 kbit/s","592831592.9568","1 359 430 KByte","1392056161.5970","185 607 kbit/s","23200936.0266","0 %","0.0000","100 %","0000010000"
"04.10.2022 00:03:00 - 00:04:00","44837.7944444444","35 635 484 KByte","36490735471.9269","4 866 242 kbit/s","608280304.5829","34 290 022 KByte","35112982249.8393","4 682 511 kbit/s","585313923.1512","1 345 462 KByte","1377753222.0876","183 731 kbit/s","22966381.4317","0 %","0.0000","100 %","0000009998"
"04.10.2022 00:04:00 - 00:05:00","44837.7951388889","34 697 924 KByte","35530674209.6599","4 738 213 kbit/s","592276616.2637","33 385 333 KByte","34186580933.0416","4 558 971 kbit/s","569871327.4386","1 312 591 KByte","1344093276.6184","179 242 kbit/s","22405288.8251","0 %","0.0000","100 %","0000009998"
"04.10.2022 00:05:00 - 00:06:00","44837.7958333333","33 004 427 KByte","33796533262.4181","4 506 204 kbit/s","563275554.3736","31 758 453 KByte","32520656154.7917","4 336 087 kbit/s","542010935.9132","1 245 974 KByte","1275877107.6264","170 117 kbit/s","21264618.4604","0 %","0.0000","100 %","0000010000"
"04.10.2022 00:06:00 - 00:07:00","44837.7965277778","33 529 228 KByte","34333929866.2777","4 577 857 kbit/s","572232164.4380","32 262 617 KByte","33036919336.1649","4 404 923 kbit/s","550615322.2694","1 266 612 KByte","1297010530.1128","172 935 kbit/s","21616842.1685","0 %","0.0000","100 %","0000010000"
"04.10.2022 00:07:00 - 00:08:00","44837.7972222222","34 312 652 KByte","35136156031.8978","4 685 602 kbit/s","585700217.2345","33 019 079 KByte","33811536829.3243","4 508 956 kbit/s","563619550.4138","1 293 573 KByte","1324619202.5735","176 645 kbit/s","22080666.8207","0 %","0.0000","100 %","0000009998"
"04.10.2022 00:08:00 - 00:09:00","44837.7979166667","33 459 557 KByte","34262586676.7317","4 568 345 kbit/s","571043111.2789","32 194 701 KByte","32967374197.8070","4 395 650 kbit/s","549456236.6301","1 264 856 KByte","1295212478.9248","172 695 kbit/s","21586874.6487","0 %","0.0000","100 %","0000010000"
"04.10.2022 00:09:00 - 00:10:00","44837.7986111111","31 994 621 KByte","32762492155.6762","4 368 332 kbit/s","546041535.9279","30 759 968 KByte","31498207472.1795","4 199 761 kbit/s","524970124.5363","1 234 653 KByte","1264284683.4967","168 571 kbit/s","21071411.3916","0 %","0.0000","100 %","0000010000"
"04.10.2022 00:10:00 - 00:11:00","44837.7993055556","30 574 079 KByte","31307856720.5881","4 174 381 kbit/s","521797612.0098","29 376 838 KByte","30081881905.4327","4 010 918 kbit/s","501364698.4239","1 197 241 KByte","1225974815.1554","163 463 kbit/s","20432913.5859","0 %","0.0000","100 %","0000010000"
"04.10.2022 00:11:00 - 00:12:00","44837.8000000000","29 274 576 KByte","29977166296.2903","3 997 622 kbit/s","499702722.0585","28 122 056 KByte","28796985599.2048","3 840 238 kbit/s","480029764.9476","1 152 520 KByte","1180180697.0855","157 384 kbit/s","19672957.1109","0 %","0.0000","100 %","0000009998"
"04.10.2022 00:12:00 - 00:13:00","44837.8006944444","27 444 452 KByte","28103119293.7720","3 747 083 kbit/s","468385321.5629","26 365 599 KByte","26998373237.3480","3 599 783 kbit/s","449972887.2891","1 078 854 KByte","1104746056.4240","147 299 kbit/s","18412434.2737","0 %","0.0000","100 %","0000010000"
"04.10.2022 00:13:00 - 00:14:00","44837.8013888889","27 923 107 KByte","28593261072.1518","3 812 435 kbit/s","476554351.2025","26 828 038 KByte","27471910542.7741","3 662 921 kbit/s","457865175.7129","1 095 069 KByte","1121350529.3777","149 513 kbit/s","18689175.4896","0 %","0.0000","100 %","0000010000"
"04.10.2022 00:14:00 - 00:15:00","44837.8020833333","29 171 450 KByte","29871565103.0345","3 982 875 kbit/s","497859418.3839","28 031 061 KByte","28703806024.7842","3 827 174 kbit/s","478396767.0797","1 140 390 KByte","1167759078.2504","155 701 kbit/s","19462651.3042","0 %","0.0000","100 %","0000010000"
"04.10.2022 00:15:00 - 00:16:00","44837.8027777778","30 642 586 KByte","31378008128.3351","4 184 432 kbit/s","523053977.8019","29 468 768 KByte","30176018149.5292","4 024 140 kbit/s","503017472.0708","1 173 818 KByte","1201989978.8059","160 292 kbit/s","20036505.7311","0 %","0.0000","100 %","0000009998"
"04.10.2022 00:16:00 - 00:17:00","44837.8034722222","31 763 987 KByte","32526322765.2453","4 336 843 kbit/s","542105379.4208","30 560 143 KByte","31293586309.8995","4 172 478 kbit/s","521559771.8317","1 203 844 KByte","1232736455.3458","164 365 kbit/s","20545607.5891","0 %","0.0000","100 %","0000010000"
"04.10.2022 00:17:00 - 00:18:00","44837.8041666667","32 118 754 KByte","32889604338.4866","4 385 281 kbit/s","548160072.3081","30 906 221 KByte","31647970380.1070","4 219 729 kbit/s","527466173.0018","1 212 533 KByte","1241633958.3796","165 551 kbit/s","20693899.3063","0 %","0.0000","100 %","0000010000"
"04.10.2022 00:18:00 - 00:19:00","44837.8048611111","32 677 844 KByte","33462112255.9105","4 462 359 kbit/s","557794836.7380","31 451 556 KByte","32206393333.3996","4 294 902 kbit/s","536862699.3399","1 226 288 KByte","1255718922.5109","167 457 kbit/s","20932137.3981","0 %","0.0000","100 %","0000009998"
"04.10.2022 00:19:00 - 00:20:00","44837.8055555556","31 355 884 KByte","32108425557.0583","4 281 837 kbit/s","535229630.8895","30 184 463 KByte","30908889669.5623","4 121 872 kbit/s","515234033.4983","1 171 422 KByte","1199535887.4961","159 965 kbit/s","19995597.3912","0 %","0.0000","100 %","0000009998"
"04.10.2022 00:20:00 - 00:21:00","44837.8062500000","31 720 657 KByte","32481953278.3537","4 330 927 kbit/s","541365887.9726","30 541 044 KByte","31274028842.9913","4 169 871 kbit/s","521233814.0499","1 179 614 KByte","1207924435.3623","161 057 kbit/s","20132073.9227","0 %","0.0000","100 %","0000010000"
"04.10.2022 00:21:00 - 00:22:00","44837.8069444444","33 051 208 KByte","33844436924.4485","4 512 592 kbit/s","564073948.7408","31 829 499 KByte","32593407347.1563","4 345 788 kbit/s","543223455.7859","1 221 709 KByte","1251029577.2922","166 804 kbit/s","20850492.9549","0 %","0.0000","100 %","0000010000"
"04.10.2022 00:22:00 - 00:23:00","44837.8076388889","32 963 770 KByte","33754900417.4628","4 500 653 kbit/s","562581673.6244","31 742 544 KByte","32504365445.1360","4 333 915 kbit/s","541739424.0856","1 221 226 KByte","1250534972.3268","166 738 kbit/s","20842249.5388","0 %","0.0000","100 %","0000010000"
"04.10.2022 00:23:00 - 00:24:00","44837.8083333333","32 515 128 KByte","33295491278.1478","4 440 139 kbit/s","555017357.5287","31 305 832 KByte","32057171518.7995","4 275 002 kbit/s","534375254.5224","1 209 297 KByte","1238319759.3483","165 137 kbit/s","20642103.0063","0 %","0.0000","100 %","0000009998"
"04.10.2022 00:24:00 - 00:25:00","44837.8090277778","32 446 354 KByte","33225066362.2299","4 430 009 kbit/s","553751106.0372","31 242 769 KByte","31992595490.9213","4 265 679 kbit/s","533209924.8487","1 203 585 KByte","1232470871.3086","164 329 kbit/s","20541181.1885","0 %","0.0000","100 %","0000010000"
"04.10.2022 00:25:00 - 00:26:00","44837.8097222222","32 478 007 KByte","33257479668.3411","4 435 070 kbit/s","554383725.0932","31 286 259 KByte","32037128967.0637","4 272 329 kbit/s","534041156.3104","1 191 749 KByte","1220350701.2774","162 741 kbit/s","20342568.7828","0 %","0.0000","100 %","0000009998"
"04.10.2022 00:26:00 - 00:27:00","44837.8104166667","30 652 527 KByte","31388187986.9675","4 185 092 kbit/s","523136466.4495","29 527 029 KByte","30235677620.2127","4 031 424 kbit/s","503927960.3369","1 125 498 KByte","1152510366.7548","153 668 kbit/s","19208506.1126","0 %","0.0000","100 %","0000010000"
"04.10.2022 00:27:00 - 00:28:00","44837.8111111111","31 008 615 KByte","31752821578.6805","4 234 415 kbit/s","529301909.9630","29 866 117 KByte","30582903566.0103","4 078 400 kbit/s","509800026.1045","1 142 498 KByte","1169918012.6702","156 015 kbit/s","19501883.8585","0 %","0.0000","100 %","0000009998"
"04.10.2022 00:28:00 - 00:29:00","44837.8118055556","32 145 796 KByte","32917295242.9400","4 389 704 kbit/s","548713039.5556","30 964 925 KByte","31708082869.5506","4 228 449 kbit/s","528556140.5159","1 180 871 KByte","1209212373.3894","161 255 kbit/s","20156899.0397","0 %","0.0000","100 %","0000009998"
"04.10.2022 00:29:00 - 00:30:00","44837.8125000000","31 506 583 KByte","32262741199.7021","4 301 699 kbit/s","537712353.3284","30 346 033 KByte","31074337388.5805","4 143 245 kbit/s","517905623.1430","1 160 551 KByte","1188403811.1216","158 454 kbit/s","19806730.1854","0 %","0.0000","100 %","0000010000"
"04.10.2022 00:30:00 - 00:31:00","44837.8131944444","31 158 779 KByte","31906589240.7972","4 254 212 kbit/s","531776487.3466","30 014 384 KByte","30734729001.3453","4 097 964 kbit/s","512245483.3558","1 144 395 KByte","1171860239.4519","156 248 kbit/s","19531003.9909","0 %","0.0000","100 %","0000010000"
